user,text
bare_marsha,@JoeBiden https://t.co/A6ULBjMaCc
jesemily,"@JoeBiden He spews division and hatred! He is an awful, corrupt person and I don’t understand why he is being allow… https://t.co/l8yJTDsYqg"
Abubaka40049315,@JoeBiden The fact that @realDonaldTrump is still polling at 40% shows people’s lack of enthusiasm for @JoeBiden. W… https://t.co/lHdG38gWrZ
PumpkinJack013,"@JoeBiden Now show us the clip where you didn't know what state you were in. Which is every clip, let's be honest. #NeverBiden"
repaupo,@JoeBiden #whereshunterworkingnow
ThaKrazyOne,@JoeBiden You need someone to tell you what to do. You are no leader.
AsAbove68931855,@JoeBiden Where was this speech given? Your basement?
heirloomjewls,@JoeBiden @tpowers6pack Man we need you NOW!!!
DingesRandy,"@JoeBiden In other words Creepy Joe, you don’t plan to stand up to this Leftist evil happening all throughout Ameri… https://t.co/UYge4uEz1S"
mickelsonjerome,@JoeBiden https://t.co/K0hFGQNkTD
mickelsonjerome,@JoeBiden https://t.co/A3yRhHyVhb
Michael88010068,"@JoeBiden Adding fuel?  Why don’t you denounce the riots, looting and the injuring of Law Enforcement Officers?"
ABGray,@JoeBiden Joe now @realDonaldTrump is crying about mail in voting again and now he’s floating the insane idea of delaying the election.
owens747,@JoeBiden “Calm the waters and lower the temperature” Translation: Submit to violent mob rule and hand over the country to Communists.
moeron121,@JoeBiden Joe beat it idiot
1984_is_coming,@JoeBiden https://t.co/VKbqkt40h8
MissState_BD,"@JoeBiden Joe, u have a teleprompter right in front of u.. u have fucked up on every speech."
A_RoomWithAView,@JoeBiden We need Medicare for all.  Eliminate student debt.  GND.  Act in the interests of the citizens instead of… https://t.co/qjsNZQitFN
WDWigglebottom,"@JoeBiden So why aren't YOU out there telling all the violent rioters to go home and stop looting, killing, maiming… https://t.co/JC0vUdtuzo"
Jake_92,@JoeBiden You have had 40+ years in the government and have not done a whole lot for America and a ton for yourself… https://t.co/uIghsLHBo7
2020Moxie,@JoeBiden https://t.co/RgyuWgLnJX
NotALib2020,@JoeBiden Build Back Better.  LMAO!!!! Who would give incoherent Biden a tongue twister.  Can wait for all the vers… https://t.co/iiuE5SdAiP
scribblingsage1,@JoeBiden Why don’t you come out against the riots?  Until you do we can’t be sure you’re not just an empty vessel… https://t.co/ztveuffYPP
CaptLmorgn,@JoeBiden Calm waters?? Look what Democratic Cities look like! I don’t call that calming waters!
a_dark_knight,@JoeBiden You're not in a position to lecture us about calming anything. Riots have blown up because leftist media… https://t.co/CnC8cM8KoL
BillHar78498838,@JoeBiden A concrete brick would do a better job than Trump
Rosecoloredgl11,"@JoeBiden Joe, #YouHaveMyVote,but I wish you would #LoseTheCatchPhrases like""calm the waters""and even""fuel the fire… https://t.co/nqh1xtNciy"
Champsu2,@JoeBiden Comparing yourself to Jesus now? Hardly!😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
rudejude247,@JoeBiden You can't tell people the truth. You must show people the truth. We the people are seeing the truth for o… https://t.co/8CLNPFNaTn
ShawnPa15805861,@JoeBiden https://t.co/tUCtpLz1wC
FabianRayJr1,"@JoeBiden ""calm the waters and lower the temperature"" is politician speak for 'cave into whatever demands the riote… https://t.co/wtfg94IJG3"
hopingamerica,@JoeBiden Debate Trump you coward
Selene_Spivak,@JoeBiden We need Medicare for all!!!
kallywilli,"@JoeBiden #MaryTrump and #MaryTrumpBook have confirmed what we now know about @realDonaldTrump.  His own niece, a p… https://t.co/0IUKXzYS1C"
MarvelKapil,@JoeBiden Great speech and different then Djt.
RaechalHalter,@JoeBiden Well that excludes you. https://t.co/IBthC7R4FF
Dneecee2,@JoeBiden Can you revamp the entire school district in hillsborough county Tampa Florida the superintendent… https://t.co/4qRrD2UqHo
Kim_d_marlin,@JoeBiden Have you chosen your  #TOKEN YET????  You pathetic weak little man!! 🙄
aegeantyphoon,@JoeBiden Trump 2020 no socialism
ZippedGreene17,@JoeBiden https://t.co/MCfXwRuNyc
Theefotodog,"@JoeBiden You've been in politics for 50 yrs!. 36 yrs as US Senator, committee chairman, an attorney, 8 yrs VP. I'm… https://t.co/b6rw2Z2PJx"
jj0604,@JoeBiden Let me know when you find one
FoaChris,@JoeBiden More well trodden platitudes.  What's your plan sir?  The actual plan to fix the country?  As for the cur… https://t.co/dsyD473dmT
Ravikumarsoni_9,@JoeBiden Usa is a verry lucky they have new great candidate @JoeBiden   God bless you joe biden god bless you. Ame… https://t.co/jjGh4mqQKb
Paul_Webster_,@JoeBiden I'm glad Biden and Obama followed their instincts in directing the FBI to investigate Trump.  Biden's ins… https://t.co/vZtgvaP2Mm
ChrisSica4,@JoeBiden Sorry @JoeBiden AMERICA doesn’t want a puppet for President . @realDonaldTrump 2020 !
CGCC_Balt,@JoeBiden #Biden2020 #VoteForOurLives https://t.co/5fBa9CksHJ
mommee45kidz,@JoeBiden https://t.co/nDnvTIeTes https://t.co/0Q6mDRpM8q
italy_exit,@JoeBiden https://t.co/xtrO8uHWQJ
dolfanjb1,@JoeBiden The Biden campaign put this out meaning this is the most coherent snippet they could find.  Let’s stop pr… https://t.co/J4Rw9MaqNv
panheadman523,@JoeBiden https://t.co/VBryhOD9sM
KlausMecking,@JoeBiden That’s all want the President wants.
JEFSantaMonica,"@JoeBiden Joe, you've got a lot to fix immediately if you get elected. You have the power and the experience to rev… https://t.co/HaLBP40d1s"
roeb123,@JoeBiden #StopHiding
CCCBlair,@JoeBiden https://t.co/aSBQUx56RH
TheTruthToThose,@JoeBiden Y’all are about to burn down. Get the bucket!
SalManzo1,@JoeBiden https://t.co/QYapPXHfq8
LisaRules,@JoeBiden @BarackObama #JoeBiden2020 https://t.co/2KFN5CqEko
jjmechdc9,@JoeBiden @PeteButtigieg @BarackObama Awesomeness!
ssanarium,@JoeBiden @BarackObama So who is running for president?
jhunibay,@JoeBiden @BarackObama Traditional politician. Wow you now have a plan after 47 years? Funny😂
Bubba82706995,@JoeBiden @BarackObama So...you’re home schooled?
actlightning,"@JoeBiden @BarackObama What was your hand doing on this young girl's breast, Joe?  https://t.co/UgQQXUdPeU… https://t.co/DYlVLvQBg3"
rungirlrun07,"@JoeBiden @BarackObama I love Joe, but Obama is a freaking natural like Beto"
MgDrex,@JoeBiden @BarackObama https://t.co/5PZcRtBiQE
Mad_Glam1,@JoeBiden @BarackObama So sweet how they thanked her!!!
ExecutiveNesy,@JoeBiden @BarackObama Trump at the moment has failed. https://t.co/aGTw1XGlig
ReneeLa99084410,"@JoeBiden @BarackObama Awww, that was so so sweet! I love my 2 men. #GOJOE"
Ted04435653,"@JoeBiden @BarackObama You are a lying dog faced pony soldier!! Ca’mon Joe, you graduated  76 out of 85 in law scho… https://t.co/PakoiJlEZZ"
Raybo34,@JoeBiden @BarackObama https://t.co/mY1CB49ph3
CaronnaMrs,@JoeBiden @BarackObama Trump 2020 landslide victory!!!
kungfluyoo,"@JoeBiden @BarackObama https://t.co/95MxiqXRFF This is Bidens nurse. He Literally needs help walking, talking and g… https://t.co/gjpOJdOFXN"
PotusGreat,@JoeBiden @BarackObama My dear Mother was a refugee and a proud American citizen. She worked and paid her way throu… https://t.co/U1vk0PUksr
TomKay05869718,@JoeBiden @BarackObama https://t.co/ka4LkVbFdb
Maritxu2458,@JoeBiden @BarackObama Here we go again! Joe Biden clearly lacks the confidence or cache to call ordinary Americas… https://t.co/rrEkWyNG6d
Christ_ION89,@JoeBiden @BarackObama Understand Diamond Joe. If you're support is behind the future generation of free-thinkers i… https://t.co/Y4yc4iD7TB
funbooktime,"@JoeBiden @AynRandPaulRyan @BarackObama You're ""listening"" to the plight of teachers. Great. Show us what steps you… https://t.co/NTu6Ic1Erq"
HUEYGUNNER1950,@JoeBiden @BarackObama https://t.co/jxejDQKZiH
diggs_ava,@JoeBiden @BarackObama Why did Obama low-key sound like doctor Phil 😂💀
John34006026,@JoeBiden @PeteButtigieg @BarackObama Joe Biden has dementia
thetrujohnnymo,@JoeBiden @BarackObama Defund the teachers if they don’t want to work and give taxpayers back their school taxes. G… https://t.co/B4Njbfziux
RichmondTacha,@JoeBiden @BarackObama well done my president from November up front #ilovebiden
David_Osborne81,@JoeBiden @BarackObama Decency. Honor. Respectability. Reason. Logic. Facts. Comprehension. Thoughtful. Empathetic.… https://t.co/njGvOgnuez
RevMasterBates,@JoeBiden @BarackObama https://t.co/6CXF6bz4hy
Skyjoy78,@JoeBiden @BarackObama Trump once asked “What do you have to lose”. We are seeing what we have lost since he has be… https://t.co/oTJKWtfGvc
GeorgeFame2,@JoeBiden @BarackObama ...you are so full of shxt.  A pile of it. https://t.co/FtT4m8FTeZ
brassasin36,@JoeBiden @BarackObama Evidently your staff doesn’t think much of the men and women of the police.  Any comment or… https://t.co/2D2Y9xH4qO
Nana121810,@JoeBiden @BarackObama 😂😂😂😂😂😂
collinscomley,@JoeBiden @BarackObama Living off Obama! 😂😂😂😂😂
gleennertalk,@JoeBiden @BarackObama #VoteBidenToSaveAmerica #obamagreat #democracy https://t.co/lVbb9tFj2I
SeriousLeeNow,"@JoeBiden @BarackObama More emotional, no substance."
gunnwilliams,@JoeBiden @BarackObama You are married to a teacher and you still haven't thought it was way past time that teacher… https://t.co/DcFQxOjNk6
RubenHe14327267,@JoeBiden @BarackObama 😂
bremishome,@JoeBiden @BarackObama https://t.co/8tPhlK45aR
SCarlottiTweet,@JoeBiden @BarackObama Don’t overdo it with the Obama ads.  Be wise. Be cautious. Be real. Americans so far appear… https://t.co/ZRpRqjEmnj
WNVictory,@JoeBiden @BarackObama Biden can’t even make a simple phone call without Obama holding his hand? Given the latest c… https://t.co/HAR0JhaMTU
MylesNunez305,@JoeBiden @BarackObama LMAO. Obama saved you from losing the primary but is not going to save you from losing the general election.
xrun320x,@JoeBiden @BarackObama https://t.co/Tgymqfig49
zzzbor,@JoeBiden @BarackObama https://t.co/Hmljn4rOoN
DarlaDamron1,@JoeBiden @BarackObama Who's running for President? Biden or Obama???
NolaGantt,@JoeBiden @BarackObama Why do you need Obama to help you call someone? Are you that frail?
P_dPowell,@JoeBiden @BarackObama Sniff. Happy tears. 😥😊 Thank Vice President Biden and President Obama. You made Beth's day a… https://t.co/Ag5F5GQDcD
bladen1970,@JoeBiden @BarackObama https://t.co/PrYAnSA9wN
georgejohnson52,@JoeBiden @BarackObama https://t.co/aAjqMtn90e
virgini90974935,@JoeBiden @BarackObama Congratulations  Joe Biden  and Barack Obama for  giving a support call to a teacher
ChandlerMcGail,@JoeBiden @Evan_Leach15 @BarackObama https://t.co/E1cTWqRBkG
the_cpholgate,"@JoeBiden @BarackObama The ""job"" has turned into babysitting with a leftist indoctrination lesson plan. Teacher rol… https://t.co/RYackjbrWD"
Molliegirl62,@JoeBiden @BarackObama https://t.co/Rld57nac1p
kevinre65325700,@JoeBiden @BarackObama We cannot let trump delay our election
rita_lagunas123,@JoeBiden @BarackObama I love thus conversation!
thetrujohnnymo,@JoeBiden @BarackObama You can keep your doctor and your plan...Obama. The biggest lie ever. So why should I trust… https://t.co/VKvx7Rjv5q
David_Osborne81,@JoeBiden @BarackObama Mr.VP PLEASE do everything in your power 2 ensure Trump &amp; his cult postpone the election. Ri… https://t.co/JR60IYh9jb
Molon_Labe_13,@JoeBiden @BarackObama And thank god the Teachers Unions are all non-political.  Wait whats that? They donate liter… https://t.co/I4SzRzrVyF
bollinger_50,@JoeBiden @BarackObama What a dummy!
RSkidwell,@JoeBiden @BarackObama https://t.co/08fRDJ6IQV
Joann25287807,@JoeBiden @RainBOWE48 @BarackObama 👍🇺🇸🗳👏🗽
angela_ford,@JoeBiden @BarackObama I really love what you two are doing.   NOVEMBER 3RD is our day everybody !!!
darkman2199,@JoeBiden @BarackObama https://t.co/d4hmTSW75l
MebMeb52,@JoeBiden @BarackObama The last thing this country needs are two farm animals running this country!
Libertarian247,@JoeBiden @PeteButtigieg @BarackObama I love how Barack did all the talking - still sounds good by the way - and Jo… https://t.co/TJySIRAJwX
JJZagata,@JoeBiden @robertpearsonjr @BarackObama https://t.co/kOhsHqg8mh
GhostKosmos,@JoeBiden @BarackObama https://t.co/kZR8cf8lxU
GabbyLy04949299,@JoeBiden @BarackObama OLD Joe.  If the kids can't go to school in person - we CAN'T vote in person!  #DementiaJoe
paul50078669,"@JoeBiden @BarackObama China Joe, what about Hunter Biden and Tara Reade.  The Media can’t keep protecting you from justice."
hXHFtm95uM9xfE3,@JoeBiden @BarackObama no Idea wtf this means❤️
cmfpd6054,"@JoeBiden @PeteButtigieg @BarackObama Joe still looks like VP, Obama should “Talk less, smile more”"
debilu2,@JoeBiden @BarackObama Awesome!!!
Losalus,@JoeBiden @BarackObama You know these are bad times when a clip of people just being nice to each other makes you moved.
BlueDog43258274,@JoeBiden @BarackObama The great panderer.
helenve48326210,@JoeBiden @BarackObama Absolutely i Hope so 🇺🇸🧑‍🏭🧑‍🏭🗳✈️✈️🇺🇸
HazelFinley18,@JoeBiden @BarackObama To see two of my top 3 Presidents is so very heartwarming to witness.  Please give us a lot… https://t.co/YkJhP7ntwv
chxdntz216,@JoeBiden @BarackObama @JoeBiden when you're elected I'd like to build you a presidential race car sir.
RoyTFord,@JoeBiden @BarackObama Pick Tammy Duckworth for VP.#TedSpeaksTheTruth
DRog93566364,@JoeBiden @BarackObama You two ass hates shit down all testing of H1N1. You’ve shown how you would handle a pandemi… https://t.co/t0kPs1o09d
RNordenfelt,"@JoeBiden @BarackObama Go, Go, Go, Dream Team!!! 😃👍🏻"
KMAC19691,"@JoeBiden @BarackObama Riding BHO coattails. You are shameless. Smooth talking BS artist has you groveling, eh?"
Shanka_Potomus,"@JoeBiden @BarackObama I would have answered; ""Scammers, quite calling me. All you want is my money""."
heyjud54,@JoeBiden @BarackObama Great MEN!
kennethbain4,@JoeBiden @BarackObama We need a law that would allow Both Obama and Biden back in the WH.... The country would be saved in short order.
Visit_R_Site,@JoeBiden @PeteButtigieg @BarackObama Hey Joe my wife’s taught the gifted and talented program at her school for 18… https://t.co/VPmxr0awDr
Me84483800,@JoeBiden @BarackObama I have a teacher close to me. They are worried about all the extra work being put on them. P… https://t.co/puLDsMyzJD
bxpolarbear2,@JoeBiden @BarackObama There’s got to be some idiot who thinks you know what you are doing
DCraigUSA,@JoeBiden @BarackObama https://t.co/kRBrTaPbWD
KurtRexCooper,@JoeBiden @PeteButtigieg @BarackObama Interesting that Biden posture is one of listening while others are talking a… https://t.co/MIVqiSkreX
DemoneLinda,@JoeBiden @BarackObama Real people for real times!
FannyCGroyper,@JoeBiden @PeteButtigieg @BarackObama if minimum wage workers at walmart can go to work everyday then so can teache… https://t.co/4cq33Lt3WH
muffinnme,@JoeBiden @BarackObama 💖
mazinglyblessed,"@JoeBiden @BarackObama I’m not crying, your crying!😢  Love that she mentioned that these 8th graders are “the most… https://t.co/MVtdQarmp7"
MikeAmir8,@JoeBiden @BarackObama Pure BS....Not any substantial idea or solution. We are proud of you and You must be proud o… https://t.co/yUGgfgjwVt
TruthSerumMed,@JoeBiden @BarackObama ROFL such nice war criminals Obama/Biden are. They were very polite while they were arming t… https://t.co/HpbDKzlTDr
abzwit,@JoeBiden @BarackObama So proud to be #RidinWithBiden 💕 love you both!
LisaRules,@JoeBiden @BarackObama #JoeBidenForPresident2020 https://t.co/dXuP7yQe0z
tre87548342,@JoeBiden @BarackObama Donald J. Trump @realDonaldTrump · 21h The drug companies are spending millions of dollars i… https://t.co/OKYLCcYRP3
